OrderDate,InvoiceNo,CustomerID,HospitalName,Region,State,ProductCategory,ProductName,SalesRep,Quantity,UnitPrice,TotalSales
2023-11-23,INV01402,CUST01402,Cantrell LLC Hospital,North,Delhi,Medical Devices,Device Y,Anita,13,14927,194051
2024-05-23,INV01403,CUST01403,"Weber, Norris and Butler Hospital",West,Gujarat,Pharma,Medicine C,Sneha,31,13648,423088
2023-03-15,INV01404,CUST01404,Kim-Bolton Hospital,West,Gujarat,Medical Devices,Device X,Rahul,14,17843,249802
2024-11-26,INV01405,CUST01405,"Hopkins, Trujillo and Preston Hospital",North,Haryana,Pharma,Medicine C,Arjun,47,18794,883318
2025-12-05,INV01406,CUST01406,Hampton Ltd Hospital,South,Tamil Nadu,Medical Devices,Device Y,Rahul,12,9739,116868
2025-08-26,INV01407,CUST01407,Anderson-Holland Hospital,East,Assam,Pharma,Medicine C,Arjun,35,10563,369705
2025-09-22,INV01408,CUST01408,"Hodges, Daniel and Curtis Hospital",West,Gujarat,Medical Devices,Device W,Rahul,45,12250,551250
2025-04-19,INV01409,CUST01409,Fry-Morrison Hospital,North,Haryana,Pharma,Medicine D,Arjun,28,17046,477288
2024-06-04,INV01410,CUST01410,Wiley-Griffin Hospital,North,Delhi,Pharma,Medicine B,Arjun,48,19921,956208
2024-11-16,INV01411,CUST01411,"Ford, Cruz and Hill Hospital",West,Gujarat,Medical Devices,Device Y,Sneha,39,3037,118443
2024-01-29,INV01412,CUST01412,"Torres, Gonzales and Anderson Hospital",North,Punjab,Medical Devices,Device Z,Arjun,3,4228,12684
2024-02-24,INV01413,CUST01413,Brown and Sons Hospital,East,Bengal,Medical Devices,Device Z,Arjun,2,15498,30996
2024-01-10,INV01414,CUST01414,Kim Inc Hospital,South,Tamil Nadu,Pharma,Medicine A,Rahul,28,6811,190708
2025-01-13,INV01415,CUST01415,Ayala-Barnes Hospital,South,Karnataka,Pharma,Medicine C,Rahul,26,6782,176332
2025-04-11,INV01416,CUST01416,Ramirez Inc Hospital,East,Bengal,Pharma,Medicine B,Arjun,8,18663,149304
2025-07-29,INV01417,CUST01417,"Brooks, George and Meyer Hospital",West,Gujarat,Pharma,Medicine B,Anita,24,11707,280968
2025-12-03,INV01418,CUST01418,Hayden-Thornton Hospital,East,Odisha,Pharma,Medicine C,Anita,48,7673,368304
2023-11-09,INV01419,CUST01419,Jackson-Cruz Hospital,West,Gujarat,Pharma,Medicine C,Rahul,24,15732,377568
2024-03-13,INV01420,CUST01420,Olsen-Stein Hospital,South,Kerala,Medical Devices,Device W,Sneha,14,18085,253190
2025-10-12,INV01421,CUST01421,Ross and Sons Hospital,West,Maharashtra,Medical Devices,Device Z,Anita,18,19049,342882
2023-03-25,INV01422,CUST01422,Bennett-Elliott Hospital,South,Kerala,Pharma,Medicine A,Sneha,35,9439,330365
2023-12-18,INV01423,CUST01423,Fuller Group Hospital,South,Karnataka,Medical Devices,Device X,Rahul,25,1090,27250
2024-04-25,INV01424,CUST01424,Ramirez-Davidson Hospital,North,Delhi,Pharma,Medicine C,Anita,30,7345,220350
2024-06-18,INV01425,CUST01425,"Carter, Nelson and Nguyen Hospital",South,Karnataka,Medical Devices,Device X,Sneha,28,15583,436324
2024-07-18,INV01426,CUST01426,Wright-Montes Hospital,East,Assam,Pharma,Medicine A,Sneha,38,6728,255664
2023-12-13,INV01427,CUST01427,Miller-Church Hospital,South,Kerala,Pharma,Medicine B,Anita,5,3965,19825
2024-01-01,INV01428,CUST01428,Whitney-Ramirez Hospital,West,Gujarat,Pharma,Medicine A,Anita,2,9989,19978
2023-07-18,INV01429,CUST01429,Smith-Banks Hospital,East,Bengal,Medical Devices,Device W,Anita,16,15056,240896
2025-05-24,INV01430,CUST01430,Clay-Clark Hospital,East,Odisha,Medical Devices,Device Z,Rahul,48,9964,478272
2023-08-14,INV01431,CUST01431,"Watkins, Lopez and Lucas Hospital",West,Rajasthan,Medical Devices,Device W,Rahul,45,12897,580365
2025-03-21,INV01432,CUST01432,"Arias, Gibson and Brown Hospital",North,Punjab,Medical Devices,Device X,Rahul,22,5612,123464
2024-09-29,INV01433,CUST01433,"Macdonald, Smith and Gardner Hospital",East,Odisha,Medical Devices,Device X,Anita,32,16897,540704
2023-12-06,INV01434,CUST01434,"Warner, Guzman and Moore Hospital",West,Rajasthan,Medical Devices,Device Y,Anita,25,1570,39250
2023-03-13,INV01435,CUST01435,Griffith Ltd Hospital,South,Kerala,Medical Devices,Device Y,Rahul,40,6396,255840
2025-03-27,INV01436,CUST01436,"Johnson, Cabrera and White Hospital",South,Karnataka,Medical Devices,Device W,Arjun,49,15396,754404
2025-05-29,INV01437,CUST01437,"Moon, Evans and Porter Hospital",North,Delhi,Medical Devices,Device Z,Arjun,43,8406,361458
2025-10-08,INV01438,CUST01438,Jones-Burke Hospital,South,Kerala,Medical Devices,Device X,Rahul,37,11585,428645
2024-08-29,INV01439,CUST01439,Avila-White Hospital,East,Odisha,Medical Devices,Device Z,Anita,8,1295,10360
2025-03-17,INV01440,CUST01440,Taylor-Adams Hospital,West,Gujarat,Pharma,Medicine B,Rahul,35,10448,365680
2023-12-01,INV01441,CUST01441,Jennings and Sons Hospital,North,Delhi,Medical Devices,Device Z,Sneha,10,9269,92690
2023-08-25,INV01442,CUST01442,Serrano Inc Hospital,East,Odisha,Pharma,Medicine C,Anita,45,13049,587205
2023-11-08,INV01443,CUST01443,Davidson and Sons Hospital,East,Odisha,Pharma,Medicine A,Rahul,4,1821,7284
2024-06-07,INV01444,CUST01444,Carter-Young Hospital,South,Karnataka,Pharma,Medicine A,Arjun,5,16239,81195
2023-02-22,INV01445,CUST01445,Carr-Gordon Hospital,North,Haryana,Pharma,Medicine B,Arjun,10,10450,104500
2023-05-17,INV01446,CUST01446,Graham-Smith Hospital,West,Rajasthan,Pharma,Medicine B,Anita,6,5410,32460
2023-08-10,INV01447,CUST01447,Fry-Medina Hospital,West,Gujarat,Pharma,Medicine A,Arjun,26,2217,57642
2025-02-25,INV01448,CUST01448,Brown-Perez Hospital,South,Kerala,Pharma,Medicine D,Rahul,40,17758,710320
2025-07-22,INV01449,CUST01449,Mcpherson and Sons Hospital,West,Gujarat,Medical Devices,Device X,Rahul,20,18025,360500
2023-11-17,INV01450,CUST01450,Khan Group Hospital,West,Rajasthan,Medical Devices,Device W,Rahul,43,19686,846498
2024-05-21,INV01451,CUST01451,"Colon, Miller and Baker Hospital",North,Haryana,Pharma,Medicine C,Anita,14,10096,141344
2024-01-07,INV01452,CUST01452,Gardner-Smith Hospital,North,Punjab,Medical Devices,Device X,Sneha,38,19836,753768
2025-07-04,INV01453,CUST01453,Robertson Inc Hospital,East,Assam,Medical Devices,Device X,Rahul,14,10928,152992
2023-06-13,INV01454,CUST01454,Parrish-Johnson Hospital,West,Gujarat,Medical Devices,Device W,Rahul,26,5608,145808
2023-08-27,INV01455,CUST01455,"Thomas, Stevenson and Mcclain Hospital",East,Bengal,Pharma,Medicine D,Sneha,31,11056,342736
2025-11-10,INV01456,CUST01456,Anderson Ltd Hospital,East,Assam,Medical Devices,Device Z,Rahul,17,1594,27098
2023-03-13,INV01457,CUST01457,Fitzgerald LLC Hospital,South,Tamil Nadu,Medical Devices,Device X,Rahul,2,4479,8958
2025-01-20,INV01458,CUST01458,Carter-Osborne Hospital,East,Assam,Pharma,Medicine C,Anita,13,8220,106860
2025-06-30,INV01459,CUST01459,Russo Inc Hospital,North,Haryana,Pharma,Medicine B,Sneha,16,14966,239456
2023-07-16,INV01460,CUST01460,"Garcia, Curry and Wilson Hospital",West,Maharashtra,Pharma,Medicine A,Sneha,21,8004,168084
2026-01-01,INV01461,CUST01461,Holmes LLC Hospital,East,Odisha,Pharma,Medicine B,Sneha,30,19323,579690
2023-03-23,INV01462,CUST01462,Johnson-Wiggins Hospital,South,Kerala,Medical Devices,Device Z,Sneha,30,19524,585720
2025-03-24,INV01463,CUST01463,"Anderson, Anderson and Wheeler Hospital",North,Punjab,Pharma,Medicine D,Sneha,3,10243,30729
2024-09-08,INV01464,CUST01464,"Farrell, Simmons and Meyers Hospital",West,Maharashtra,Pharma,Medicine C,Arjun,33,19148,631884
2025-08-16,INV01465,CUST01465,"Bender, Evans and Henry Hospital",East,Assam,Medical Devices,Device W,Rahul,37,14028,519036
2023-12-23,INV01466,CUST01466,"Williams, Wright and Peterson Hospital",East,Assam,Pharma,Medicine A,Anita,7,13085,91595
2024-11-07,INV01467,CUST01467,"Obrien, Hughes and Knight Hospital",South,Tamil Nadu,Medical Devices,Device W,Arjun,18,7431,133758
2023-03-29,INV01468,CUST01468,Villanueva-Wells Hospital,North,Delhi,Medical Devices,Device W,Anita,31,11422,354082
2024-12-17,INV01469,CUST01469,Franco Inc Hospital,North,Delhi,Pharma,Medicine B,Arjun,41,12565,515165
2024-02-23,INV01470,CUST01470,Potts and Sons Hospital,North,Delhi,Medical Devices,Device Z,Rahul,48,12398,595104
2024-09-03,INV01471,CUST01471,Raymond-Fernandez Hospital,North,Punjab,Medical Devices,Device W,Arjun,38,12552,476976
2023-03-16,INV01472,CUST01472,Hurley-Diaz Hospital,East,Assam,Pharma,Medicine D,Sneha,49,1816,88984
2023-01-07,INV01473,CUST01473,"Brown, Stewart and Ross Hospital",South,Karnataka,Medical Devices,Device X,Sneha,3,12873,38619
2023-10-01,INV01474,CUST01474,Smith LLC Hospital,South,Kerala,Pharma,Medicine B,Anita,2,4487,8974
2025-09-13,INV01475,CUST01475,"Smith, Newman and Marquez Hospital",North,Delhi,Medical Devices,Device X,Arjun,37,6585,243645
2023-06-25,INV01476,CUST01476,"Flores, Morales and Cole Hospital",East,Odisha,Pharma,Medicine C,Anita,49,15900,779100
2024-03-12,INV01477,CUST01477,Hood PLC Hospital,West,Maharashtra,Medical Devices,Device X,Anita,21,1755,36855
2024-05-06,INV01478,CUST01478,Peck-Morris Hospital,West,Rajasthan,Pharma,Medicine D,Rahul,6,219,1314
2024-10-01,INV01479,CUST01479,Briggs PLC Hospital,South,Karnataka,Medical Devices,Device Y,Arjun,17,18287,310879
2023-04-30,INV01480,CUST01480,Day Ltd Hospital,East,Bengal,Pharma,Medicine B,Arjun,4,1130,4520
2023-10-21,INV01481,CUST01481,"Graves, Cooper and Donaldson Hospital",West,Maharashtra,Pharma,Medicine D,Arjun,36,14442,519912
2023-08-08,INV01482,CUST01482,Roberts Group Hospital,South,Tamil Nadu,Medical Devices,Device Y,Sneha,24,10586,254064
2023-03-13,INV01483,CUST01483,Dixon Ltd Hospital,East,Assam,Pharma,Medicine D,Rahul,8,2205,17640
2023-08-31,INV01484,CUST01484,Boyer-David Hospital,West,Gujarat,Pharma,Medicine B,Rahul,33,17177,566841
2024-09-19,INV01485,CUST01485,Sanchez and Sons Hospital,West,Gujarat,Pharma,Medicine D,Rahul,39,18797,733083
2023-02-21,INV01486,CUST01486,Compton-Austin Hospital,East,Assam,Pharma,Medicine D,Anita,5,17659,88295
2023-08-02,INV01487,CUST01487,"Hendrix, Davis and Anderson Hospital",South,Tamil Nadu,Pharma,Medicine C,Anita,45,11284,507780
2024-12-04,INV01488,CUST01488,Webb-Green Hospital,West,Maharashtra,Pharma,Medicine A,Rahul,37,18082,669034
2023-03-15,INV01489,CUST01489,Myers-Coleman Hospital,North,Delhi,Pharma,Medicine B,Arjun,2,3282,6564
2024-06-04,INV01490,CUST01490,Gregory-Johnson Hospital,South,Karnataka,Pharma,Medicine A,Sneha,2,6232,12464
2025-09-20,INV01491,CUST01491,"Bennett, Hays and Medina Hospital",West,Gujarat,Pharma,Medicine A,Sneha,22,15998,351956
2025-08-09,INV01492,CUST01492,Martinez-Baldwin Hospital,East,Odisha,Medical Devices,Device X,Rahul,28,17279,483812
2023-01-21,INV01493,CUST01493,"Oconnor, Jones and Jenkins Hospital",West,Rajasthan,Medical Devices,Device X,Anita,12,18898,226776
2024-01-05,INV01494,CUST01494,"Garcia, Walters and Hood Hospital",North,Delhi,Pharma,Medicine C,Sneha,10,1870,18700
2023-09-24,INV01495,CUST01495,Osborne-Ray Hospital,North,Delhi,Pharma,Medicine D,Rahul,39,11178,435942
2024-12-09,INV01496,CUST01496,Norman-Shepherd Hospital,East,Odisha,Pharma,Medicine D,Anita,49,15458,757442
2023-08-15,INV01497,CUST01497,Allen-Hammond Hospital,South,Karnataka,Pharma,Medicine C,Anita,43,6682,287326
2024-11-10,INV01498,CUST01498,Mitchell and Sons Hospital,South,Kerala,Pharma,Medicine B,Arjun,20,4997,99940
2025-01-17,INV01499,CUST01499,Roberts and Sons Hospital,North,Delhi,Medical Devices,Device Z,Arjun,42,16862,708204
2023-05-07,INV01500,CUST01500,Morgan LLC Hospital,East,Odisha,Medical Devices,Device Z,Anita,41,19190,786790
2023-06-05,INV01501,CUST01501,Cole PLC Hospital,North,Punjab,Medical Devices,Device Z,Arjun,14,7394,103516
2025-02-17,INV01502,CUST01502,Williams LLC Hospital,East,Bengal,Pharma,Medicine D,Sneha,28,3375,94500
2023-07-27,INV01503,CUST01503,Heath-Harper Hospital,East,Assam,Pharma,Medicine C,Rahul,36,19890,716040
2024-07-26,INV01504,CUST01504,Bray-Wolfe Hospital,East,Assam,Medical Devices,Device Y,Sneha,11,19358,212938
2023-12-24,INV01505,CUST01505,Baker Ltd Hospital,North,Punjab,Medical Devices,Device Z,Sneha,13,10580,137540
2025-09-29,INV01506,CUST01506,Galvan-Noble Hospital,West,Gujarat,Pharma,Medicine A,Anita,10,11727,117270
2025-05-05,INV01507,CUST01507,Reyes Ltd Hospital,West,Rajasthan,Pharma,Medicine C,Anita,44,11591,510004
2025-05-10,INV01508,CUST01508,Norman PLC Hospital,South,Kerala,Medical Devices,Device Y,Sneha,1,13213,13213
2024-07-31,INV01509,CUST01509,Blackwell-Orr Hospital,North,Punjab,Pharma,Medicine C,Anita,13,17150,222950
2023-08-17,INV01510,CUST01510,Wall PLC Hospital,North,Delhi,Pharma,Medicine B,Arjun,44,16818,739992
2025-12-23,INV01511,CUST01511,Blankenship-Jones Hospital,East,Odisha,Medical Devices,Device X,Arjun,8,4923,39384
2023-05-20,INV01512,CUST01512,Evans-Charles Hospital,South,Kerala,Medical Devices,Device X,Sneha,33,10817,356961
2024-10-24,INV01513,CUST01513,"Beck, Mclaughlin and Hampton Hospital",South,Karnataka,Medical Devices,Device W,Arjun,34,12199,414766
2025-10-22,INV01514,CUST01514,Richardson and Sons Hospital,North,Haryana,Medical Devices,Device X,Arjun,34,1063,36142
2024-08-03,INV01515,CUST01515,"Delgado, Johnson and Rice Hospital",East,Assam,Pharma,Medicine A,Rahul,17,8110,137870
2025-08-02,INV01516,CUST01516,"Young, Dodson and Snyder Hospital",West,Maharashtra,Medical Devices,Device X,Arjun,18,102,1836
2023-08-14,INV01517,CUST01517,"Peterson, Gilbert and Ayala Hospital",West,Rajasthan,Pharma,Medicine A,Arjun,28,3398,95144
2025-02-07,INV01518,CUST01518,Patterson-Cooley Hospital,North,Haryana,Medical Devices,Device Y,Anita,12,6753,81036
2023-10-03,INV01519,CUST01519,Gonzalez PLC Hospital,East,Bengal,Medical Devices,Device Y,Arjun,27,2179,58833
2024-10-01,INV01520,CUST01520,Smith Inc Hospital,South,Karnataka,Pharma,Medicine C,Arjun,29,17681,512749
2024-05-18,INV01521,CUST01521,Garcia-Combs Hospital,West,Gujarat,Medical Devices,Device W,Rahul,45,16913,761085
2023-11-19,INV01522,CUST01522,Clark-Smith Hospital,South,Kerala,Medical Devices,Device W,Anita,40,16462,658480
2024-02-19,INV01523,CUST01523,Herrera-James Hospital,South,Karnataka,Medical Devices,Device W,Arjun,13,12355,160615
2025-10-05,INV01524,CUST01524,Thompson-Romero Hospital,South,Kerala,Medical Devices,Device Z,Arjun,43,8016,344688
2024-10-24,INV01525,CUST01525,Grant Inc Hospital,North,Punjab,Medical Devices,Device X,Sneha,18,8115,146070
2025-06-16,INV01526,CUST01526,"Booker, Keith and Peters Hospital",North,Haryana,Medical Devices,Device Y,Arjun,5,17688,88440
2024-03-27,INV01527,CUST01527,"Kemp, Sparks and Jones Hospital",North,Punjab,Medical Devices,Device W,Anita,36,10810,389160
2024-01-10,INV01528,CUST01528,"Garcia, Hinton and Lee Hospital",West,Gujarat,Medical Devices,Device Y,Anita,48,18529,889392
2023-11-09,INV01529,CUST01529,"Bell, Mcguire and Lee Hospital",West,Rajasthan,Medical Devices,Device Z,Rahul,11,10894,119834
2024-02-15,INV01530,CUST01530,Singh Group Hospital,East,Assam,Pharma,Medicine D,Anita,37,3824,141488
2024-10-06,INV01531,CUST01531,Macias-Robbins Hospital,North,Punjab,Pharma,Medicine D,Sneha,38,4501,171038
2024-03-21,INV01532,CUST01532,Luna-Garrett Hospital,West,Maharashtra,Medical Devices,Device Y,Sneha,6,13307,79842
2023-12-26,INV01533,CUST01533,Berg Inc Hospital,East,Bengal,Pharma,Medicine D,Sneha,49,1562,76538
2025-09-25,INV01534,CUST01534,"Henry, Price and Reid Hospital",West,Gujarat,Medical Devices,Device Z,Anita,1,13935,13935
2023-08-21,INV01535,CUST01535,Mathis-Meyer Hospital,South,Karnataka,Medical Devices,Device Y,Anita,49,19452,953148
2025-02-01,INV01536,CUST01536,Nixon PLC Hospital,North,Delhi,Medical Devices,Device Z,Anita,26,5894,153244
2024-02-13,INV01537,CUST01537,Douglas-Pearson Hospital,East,Bengal,Pharma,Medicine B,Rahul,5,16741,83705
2024-05-05,INV01538,CUST01538,"Lynn, Logan and Cox Hospital",South,Tamil Nadu,Pharma,Medicine A,Anita,6,17762,106572
2023-06-26,INV01539,CUST01539,Cruz-Jennings Hospital,South,Tamil Nadu,Medical Devices,Device Y,Rahul,39,6962,271518
2024-02-10,INV01540,CUST01540,James and Sons Hospital,South,Karnataka,Pharma,Medicine B,Arjun,19,18840,357960
2025-07-26,INV01541,CUST01541,"Fisher, Weber and Robbins Hospital",North,Punjab,Pharma,Medicine C,Arjun,43,1972,84796
2024-11-22,INV01542,CUST01542,Smith-Dawson Hospital,East,Bengal,Pharma,Medicine A,Anita,44,11390,501160
2025-05-29,INV01543,CUST01543,"Nelson, Love and Brown Hospital",West,Maharashtra,Medical Devices,Device X,Rahul,3,14330,42990
2023-07-23,INV01544,CUST01544,Allen Inc Hospital,North,Haryana,Medical Devices,Device Z,Anita,49,15155,742595
2023-07-23,INV01545,CUST01545,Moore Ltd Hospital,North,Haryana,Pharma,Medicine A,Arjun,29,4083,118407
2025-02-26,INV01546,CUST01546,Ward-Costa Hospital,West,Gujarat,Pharma,Medicine B,Rahul,30,19260,577800
2025-04-26,INV01547,CUST01547,Kerr-Ross Hospital,West,Maharashtra,Medical Devices,Device Z,Sneha,6,11187,67122
2025-09-11,INV01548,CUST01548,"Lopez, Smith and Weiss Hospital",West,Gujarat,Pharma,Medicine D,Sneha,14,3305,46270
2024-11-22,INV01549,CUST01549,Martin and Sons Hospital,North,Punjab,Pharma,Medicine A,Anita,14,12935,181090
2025-04-21,INV01550,CUST01550,Fox Ltd Hospital,West,Gujarat,Medical Devices,Device W,Arjun,35,10395,363825
2024-06-13,INV01551,CUST01551,Lyons Inc Hospital,West,Maharashtra,Pharma,Medicine B,Arjun,39,897,34983
2024-09-08,INV01552,CUST01552,"Brown, Garner and Spencer Hospital",West,Maharashtra,Pharma,Medicine B,Rahul,4,6845,27380
2023-09-05,INV01553,CUST01553,Garcia and Sons Hospital,West,Maharashtra,Pharma,Medicine C,Rahul,41,513,21033
2023-10-07,INV01554,CUST01554,Taylor-Barnes Hospital,North,Punjab,Pharma,Medicine C,Anita,11,11582,127402
2025-12-18,INV01555,CUST01555,Miller Ltd Hospital,South,Karnataka,Pharma,Medicine B,Anita,27,17144,462888
2025-10-06,INV01556,CUST01556,"Austin, Hill and Garrison Hospital",East,Assam,Pharma,Medicine B,Arjun,45,12110,544950
2024-10-14,INV01557,CUST01557,"Drake, Wheeler and Gonzalez Hospital",North,Haryana,Medical Devices,Device W,Rahul,24,11319,271656
2023-10-07,INV01558,CUST01558,Chambers-Doyle Hospital,East,Bengal,Medical Devices,Device Z,Sneha,21,13516,283836
2023-05-31,INV01559,CUST01559,Kline-Acevedo Hospital,North,Punjab,Medical Devices,Device Z,Rahul,29,3360,97440
2024-10-06,INV01560,CUST01560,Smith LLC Hospital,South,Karnataka,Medical Devices,Device W,Arjun,2,5207,10414
2023-08-03,INV01561,CUST01561,Huff-Lopez Hospital,East,Assam,Pharma,Medicine C,Rahul,24,16225,389400
2024-05-12,INV01562,CUST01562,Watson-Schmidt Hospital,East,Bengal,Pharma,Medicine A,Sneha,2,2755,5510
2024-12-06,INV01563,CUST01563,"Harding, Nguyen and Miller Hospital",North,Punjab,Medical Devices,Device W,Arjun,26,9212,239512
2023-12-05,INV01564,CUST01564,Bryan-Ball Hospital,West,Rajasthan,Medical Devices,Device Z,Rahul,27,9710,262170
2025-06-12,INV01565,CUST01565,Campbell Group Hospital,North,Punjab,Medical Devices,Device Y,Arjun,34,18169,617746
2024-09-08,INV01566,CUST01566,Tucker and Sons Hospital,West,Gujarat,Pharma,Medicine B,Rahul,24,3943,94632
2024-04-03,INV01567,CUST01567,"Diaz, Mejia and Dunn Hospital",North,Haryana,Medical Devices,Device X,Arjun,19,9695,184205
2024-04-23,INV01568,CUST01568,Thomas Group Hospital,East,Bengal,Medical Devices,Device Z,Rahul,36,6793,244548
2024-01-05,INV01569,CUST01569,"Torres, Jones and Rose Hospital",West,Maharashtra,Pharma,Medicine D,Rahul,42,13418,563556
2023-10-27,INV01570,CUST01570,Richard LLC Hospital,North,Punjab,Medical Devices,Device Z,Rahul,33,6324,208692
2023-10-31,INV01571,CUST01571,Sanchez Inc Hospital,West,Gujarat,Medical Devices,Device Y,Sneha,32,18990,607680
2023-11-09,INV01572,CUST01572,Wilson Group Hospital,East,Bengal,Medical Devices,Device X,Sneha,21,10895,228795
2024-11-30,INV01573,CUST01573,"Kidd, Castillo and Howell Hospital",South,Tamil Nadu,Medical Devices,Device Y,Rahul,26,10271,267046
2023-03-25,INV01574,CUST01574,"Rivera, Jones and Smith Hospital",South,Tamil Nadu,Pharma,Medicine B,Rahul,35,5521,193235
2023-08-25,INV01575,CUST01575,Chen Inc Hospital,South,Tamil Nadu,Pharma,Medicine C,Rahul,25,8552,213800
2024-05-07,INV01576,CUST01576,"Richardson, Nolan and West Hospital",East,Assam,Medical Devices,Device X,Anita,40,14451,578040
2023-01-27,INV01577,CUST01577,Landry PLC Hospital,West,Gujarat,Pharma,Medicine C,Anita,32,18233,583456
2024-12-28,INV01578,CUST01578,"Gonzales, Jones and Smith Hospital",South,Karnataka,Pharma,Medicine B,Sneha,44,16338,718872
2023-04-12,INV01579,CUST01579,Pena-Garner Hospital,East,Odisha,Medical Devices,Device W,Rahul,26,11938,310388
2024-01-15,INV01580,CUST01580,Valdez-Boyle Hospital,West,Rajasthan,Medical Devices,Device Y,Sneha,6,19671,118026
2024-02-22,INV01581,CUST01581,Greer-Lewis Hospital,North,Delhi,Medical Devices,Device W,Arjun,37,15978,591186
2023-12-04,INV01582,CUST01582,Young-Bates Hospital,North,Haryana,Medical Devices,Device Z,Sneha,37,15629,578273
2023-11-14,INV01583,CUST01583,"Smith, Bentley and Thompson Hospital",North,Punjab,Pharma,Medicine B,Sneha,30,5129,153870
2023-07-15,INV01584,CUST01584,Davis-Dixon Hospital,West,Gujarat,Medical Devices,Device Y,Arjun,19,14793,281067
2024-08-05,INV01585,CUST01585,"Bridges, Hayes and Rogers Hospital",North,Haryana,Medical Devices,Device Y,Anita,44,17237,758428
2023-07-03,INV01586,CUST01586,Gomez Inc Hospital,East,Bengal,Medical Devices,Device Y,Rahul,24,2804,67296
2024-05-18,INV01587,CUST01587,Mccoy PLC Hospital,North,Delhi,Medical Devices,Device W,Anita,41,3744,153504
2025-11-27,INV01588,CUST01588,"Gamble, Sosa and Beasley Hospital",North,Haryana,Pharma,Medicine C,Sneha,39,19927,777153
2024-06-12,INV01589,CUST01589,Velez Ltd Hospital,East,Assam,Medical Devices,Device W,Rahul,6,18329,109974
2023-03-18,INV01590,CUST01590,"Pearson, Smith and Perez Hospital",East,Assam,Pharma,Medicine C,Rahul,1,2247,2247
2024-10-27,INV01591,CUST01591,Hicks-Johnson Hospital,North,Delhi,Medical Devices,Device Z,Sneha,25,2079,51975
2025-06-24,INV01592,CUST01592,Carpenter Group Hospital,North,Punjab,Medical Devices,Device Y,Sneha,32,11176,357632
2024-11-20,INV01593,CUST01593,"Torres, Wheeler and Dean Hospital",East,Bengal,Medical Devices,Device W,Anita,24,1441,34584
2024-10-18,INV01594,CUST01594,Stewart-Spencer Hospital,North,Punjab,Medical Devices,Device X,Arjun,33,19175,632775
2023-10-29,INV01595,CUST01595,Lynch Inc Hospital,West,Rajasthan,Medical Devices,Device Y,Arjun,17,18130,308210
2025-11-19,INV01596,CUST01596,Miller-Houston Hospital,South,Kerala,Medical Devices,Device Y,Rahul,13,15026,195338
2024-01-07,INV01597,CUST01597,Martin-Flores Hospital,West,Rajasthan,Pharma,Medicine D,Arjun,22,3951,86922
2025-02-03,INV01598,CUST01598,"Byrd, Spencer and Jones Hospital",South,Karnataka,Pharma,Medicine A,Anita,43,1998,85914
2023-07-25,INV01599,CUST01599,Harper-Avery Hospital,West,Gujarat,Medical Devices,Device Y,Sneha,6,15170,91020
2025-07-20,INV01600,CUST01600,"May, Jarvis and Mathis Hospital",South,Tamil Nadu,Pharma,Medicine D,Sneha,19,7553,143507
2025-02-22,INV01601,CUST01601,Burns-Thompson Hospital,East,Odisha,Pharma,Medicine D,Arjun,7,931,6517
2023-12-17,INV01602,CUST01602,"Diaz, Perry and Dixon Hospital",West,Gujarat,Pharma,Medicine D,Arjun,15,1056,15840
2024-02-02,INV01603,CUST01603,"Duffy, Gonzalez and Cross Hospital",East,Assam,Medical Devices,Device Y,Arjun,8,13723,109784
2024-10-17,INV01604,CUST01604,Robertson-Silva Hospital,South,Karnataka,Medical Devices,Device W,Rahul,12,2049,24588
2024-10-17,INV01605,CUST01605,Pena Group Hospital,North,Punjab,Medical Devices,Device Y,Rahul,23,5250,120750
2023-12-25,INV01606,CUST01606,Watson LLC Hospital,South,Karnataka,Pharma,Medicine B,Anita,24,15145,363480
2024-11-17,INV01607,CUST01607,Miller-Kim Hospital,East,Odisha,Medical Devices,Device W,Arjun,38,14938,567644
2023-06-05,INV01608,CUST01608,Adams-Palmer Hospital,South,Kerala,Pharma,Medicine C,Sneha,39,6319,246441
2024-01-18,INV01609,CUST01609,"Kline, Anderson and Terrell Hospital",West,Rajasthan,Medical Devices,Device X,Rahul,32,2456,78592
2023-07-03,INV01610,CUST01610,Perez-Sanchez Hospital,South,Karnataka,Medical Devices,Device W,Anita,4,2818,11272
2023-08-12,INV01611,CUST01611,Johnson-Mcknight Hospital,South,Kerala,Pharma,Medicine D,Anita,23,6108,140484
2024-09-04,INV01612,CUST01612,"Sweeney, Jones and Henderson Hospital",North,Punjab,Medical Devices,Device W,Rahul,34,9455,321470
2024-03-24,INV01613,CUST01613,"Gonzales, Frazier and Lawrence Hospital",West,Maharashtra,Pharma,Medicine D,Anita,6,14528,87168
2023-11-04,INV01614,CUST01614,"Bridges, Carroll and Barajas Hospital",East,Assam,Medical Devices,Device W,Sneha,43,4741,203863
2024-02-12,INV01615,CUST01615,Harris-Perkins Hospital,West,Maharashtra,Pharma,Medicine A,Sneha,42,10854,455868
2024-03-12,INV01616,CUST01616,Campbell-Cox Hospital,South,Kerala,Pharma,Medicine C,Sneha,24,14051,337224
2024-01-11,INV01617,CUST01617,"Hill, Harris and Weber Hospital",West,Rajasthan,Medical Devices,Device X,Arjun,19,14632,278008
2024-08-28,INV01618,CUST01618,"Santana, Walters and Hunter Hospital",North,Haryana,Medical Devices,Device X,Rahul,32,18814,602048
